型号,系列,网址,图片,价格,状态,CPU跑分,CPU型号,CPU系列,CPU主频,最高睿频,核心/线程数,三级缓存,总线规格,核心架构,制程工艺,功耗,内存容量,内存类型,插槽数量,硬盘容量,硬盘描述,显卡跑分,显卡类型,显卡芯片,显存容量,显存类型,显存位宽,外壳材质,可选配件,网络通信,电池类型,基本参数,厚度,屏幕技术,无线网卡,扬声器,屏幕分辨率,上市时间,宽度,工作温度,其它特点,产品类型,数据接口,长度,笔记本重量,安全性能,客服电话,电话备注,人脸识别,电源适配器,质保备注,音频系统,光驱类型,笔记本附件,存储温度,有线网卡,主板芯片组,显卡,产品定位,操作系统,电源描述,质保时间,外壳描述,处理器,输入设备,指取设备,保修政策,包装清单,外观,附带软件,保修信息,读卡器,显示比例,音频接口,工作湿度,蓝牙,指纹识别,环境要求,麦克风,变形方式,其他,扩展插槽,摄像头,存储设备,详细内容,屏幕尺寸,商用技术,最大内存容量,续航时间,视频接口,特色功能,显示屏,多媒体设备,触控屏,I/O接口,键盘描述,其它接口
惠普SPECTRE 13-AF001TU（2VB03PA）,SPECTRE 13-af000TU系列,http://detail.zol.com.cn/notebook/index1203080.shtml,https://2c.zol-img.com.cn/product/188_80x60/974/ceqUqfl686Zk.jpg,9499,正常,7626,Intel 酷睿i5 8250U,英特尔 酷睿i5 8代系列,1.6GHz,3.4GHz,四核心/八线程,6MB,OPI 4 GT/s,Kaby Lake R,14nm,15W,8GB（8GB×1）,LPDDR3（低功耗版）2133MHz,NULL,256GB,SSD固态硬盘,1068,核芯显卡,Intel GMA UHD 620,共享内存容量,无,NULL,镁铝合金,NULL,NULL,4芯锂电池，43.7瓦时,NULL,10.4mm,FHD，LED背光，IPS广视角屏幕，极窄边框,内置无线网卡,立体声扬声器,1920x1080,2017年10月,224.2mm,NULL,双风扇散热设计,家用,3×USB3.1 Type-C接口（支持HP USB Boost，其中两个支持Thunderbolt）,308.2mm,1.11Kg,开机密码,800-810-3888：400-610-3888,周一至周五：8:30-21:00（节假日休息）,NULL,100V-240V 65W 自适应交流电源适配器,1年部件和人工有限保修,内置音效芯片，Audio Boost技术，B&O音频,无内置光驱,NULL,NULL,1000Mbps以太网卡,NULL,NULL,时尚轻薄本，Ultrabook笔记本,预装Windows 10 Home Basic 64bit（64位家庭普通版）,NULL,1年,碳素灰,NULL,NULL,触摸板,全国联保，享受三包服务,笔记本主机 x1电源适配器 x1Type-C端口转接线 x1说明书 x1保修卡 x1内胆包 x1,NULL,附带软件,NULL,NULL,16:9,耳机/麦克风二合一接口,NULL,支持，蓝牙4.2模块,NULL,NULL,内置麦克风,NULL,NULL,NULL,TureVision全高清红外摄像头，88°广视角,NULL,售后服务由品牌厂商提供，支持全国联保，可享有三包服务。如出现产品质量问题或故障，您可查询最近的维修点，由厂商售后解决。也可凭厂商维修中心或特约维修点所提供的质量检测证明，享受7日内退货，15日内换货。超过15日又在质保期内，可享受免费保修等三包服务政策。惠普笔记本不同型号产品保修年限不同，以保修卡为准，可拨打客服电话具体查询。进入官网>>,13.3英寸,NULL,NULL,视具体使用环境而定,NULL,NULL,NULL,NULL,支持触控,NULL,全尺寸岛式背光键盘,NULL
惠普14q-bu004TX（2DG27PA）,14q-bu000系列,http://detail.zol.com.cn/notebook/index1173773.shtml,https://2f.zol-img.com.cn/product/183_80x60/635/ce8b6iSaKGkWE.jpg,4799,正常,4661,Intel 酷睿i5 7200U,英特尔 酷睿i5 7代系列,2.5GHz,3.1GHz,双核心/四线程,3MB,OPI 4 GT/s,Kaby Lake,14nm,15W,8GB（8GB×1）,DDR4,2xSO-DIMM,256GB,SSD固态硬盘,706,入门级独立显卡,AMD Radeon 520,2GB,GDDR3,64bit,复合材质,NULL,NULL,4芯锂电池,NULL,23.7mm,FHD，LED背光，178°IPS宽视角屏幕,内置无线网卡,内置扬声器,1920x1080,2017年06月,240mm,NULL,NULL,家用,1×USB2.0+2×USB3.0,340mm,NULL,安全锁孔,800-810-3888；400-610-3888,周一至周五：8:30-21:00（节假日休息）,NULL,100V-240V 65W 自适应交流电源适配器,整机1年，主要部件2年,内置音效芯片,无内置光驱,NULL,NULL,1000Mbps以太网卡,NULL,NULL,影音娱乐本,预装Windows 10 Home Basic 64bit（64位家庭普通版）,NULL,1年,灰色,NULL,NULL,一体化多点触控触摸板,全国联保，享受三包服务,笔记本主机 x1电源适配器 x1电源线 x1说明书 x1保修卡 x1,NULL,预装Office家庭和学生版2016,NULL,多合1读卡器,16:9,耳机/麦克风二合一接口,NULL,支持蓝牙功能,NULL,NULL,内置麦克风,NULL,NULL,NULL,集成摄像头,NULL,售后服务由品牌厂商提供，支持全国联保，可享有三包服务。如出现产品质量问题或故障，您可查询最近的维修点，由厂商售后解决。也可凭厂商维修中心或特约维修点所提供的质量检测证明，享受7日内退货，15日内换货。超过15日又在质保期内，可享受免费保修等三包服务政策。惠普笔记本不同型号产品保修年限不同，以保修卡为准，可拨打客服电话具体查询。进入官网>>,14英寸,NULL,NULL,8小时左右，视具体使用环境而定,VGA，HDMI,NULL,NULL,NULL,不支持触控,NULL,全尺寸键盘,RJ45（网络接口），电源接口
惠普14q-bu003TX（2DG26PA）,14q-bu000系列,http://detail.zol.com.cn/notebook/index1173772.shtml,https://2e.zol-img.com.cn/product/183_80x60/628/ceCpsxTLJGEg.jpg,3999,正常,4661,Intel 酷睿i5 7200U,英特尔 酷睿i5 7代系列,2.5GHz,3.1GHz,双核心/四线程,3MB,OPI 4 GT/s,Kaby Lake,14nm,15W,4GB（4GB×1）,DDR4,2xSO-DIMM,500GB,NULL,706,入门级独立显卡,AMD Radeon 520,2GB,GDDR3,64bit,复合材质,NULL,NULL,4芯锂电池,NULL,23.7mm,FHD，LED背光，178°IPS宽视角屏,内置无线网卡,内置扬声器,1920x1080,2017年06月,240mm,NULL,NULL,家用,1×USB2.0+2×USB3.0,340mm,NULL,安全锁孔,800-810-3888；400-610-3888,周一至周五：8:30-21:00（节假日休息）,NULL,100V-240V 65W 自适应交流电源适配器,整机1年，主要部件2年,内置音效芯片,无内置光驱,NULL,NULL,1000Mbps以太网卡,NULL,NULL,影音娱乐本,预装Windows 10 Home Basic 64bit（64位家庭普通版）,NULL,1年,灰色,NULL,NULL,一体化多点触控触摸板,全国联保，享受三包服务,笔记本主机 x1电源适配器 x1电源线 x1说明书 x1保修卡 x1,NULL,预装Office家庭和学生版2016,NULL,多合1读卡器,16:9,耳机/麦克风二合一接口,NULL,支持蓝牙功能,NULL,NULL,内置麦克风,NULL,NULL,NULL,集成摄像头,NULL,售后服务由品牌厂商提供，支持全国联保，可享有三包服务。如出现产品质量问题或故障，您可查询最近的维修点，由厂商售后解决。也可凭厂商维修中心或特约维修点所提供的质量检测证明，享受7日内退货，15日内换货。超过15日又在质保期内，可享受免费保修等三包服务政策。惠普笔记本不同型号产品保修年限不同，以保修卡为准，可拨打客服电话具体查询。进入官网>>,14英寸,NULL,NULL,8小时左右，视具体使用环境而定,VGA，HDMI,NULL,NULL,NULL,不支持触控,NULL,全尺寸键盘,RJ45（网络接口），电源接口
惠普14q-bu001TU（2DG23PA）,14q-bu000系列,http://detail.zol.com.cn/notebook/index1174084.shtml,https://2d.zol-img.com.cn/product/183_80x60/371/cev78r2LaA.jpg,2099,正常,995,Intel 赛扬双核 N3060,英特尔 赛扬双核,1.6GHz,2.48GHz,双核心/双线程,NULL,NULL,Braswell,14nm,6W,4GB（4GB×1）,DDR4,2xSO-DIMM,500GB,NULL,393,集成显卡,Intel GMA HD（集成于处理器）,共享内存容量,无,NULL,复合材质,NULL,NULL,4芯锂电池,NULL,23.7mm,HD，LED背光,内置无线网卡,内置扬声器,1366x768,2017年06月,240mm,NULL,NULL,家用,1×USB2.0+2×USB3.0,340mm,NULL,安全锁孔,800-810-3888；400-610-3888,周一至周五：8:30-21:00（节假日休息）,NULL,100V-240V 65W 自适应交流电源适配器,整机1年，主要部件2年,内置音效芯片,无内置光驱,NULL,NULL,1000Mbps以太网卡,NULL,NULL,影音娱乐本,预装Windows 10 Home Basic 64bit（64位家庭普通版）,NULL,1年,灰色,NULL,NULL,一体化多点触控触摸板,全国联保，享受三包服务,笔记本主机 x1电源适配器 x1电源线 x1说明书 x1保修卡 x1,NULL,预装Office家庭和学生版2016,NULL,多合1读卡器,16:9,耳机/麦克风二合一接口,NULL,支持蓝牙功能,NULL,NULL,内置麦克风,NULL,NULL,NULL,集成摄像头,NULL,售后服务由品牌厂商提供，支持全国联保，可享有三包服务。如出现产品质量问题或故障，您可查询最近的维修点，由厂商售后解决。也可凭厂商维修中心或特约维修点所提供的质量检测证明，享受7日内退货，15日内换货。超过15日又在质保期内，可享受免费保修等三包服务政策。惠普笔记本不同型号产品保修年限不同，以保修卡为准，可拨打客服电话具体查询。进入官网>>,14英寸,NULL,NULL,8小时左右，视具体使用环境而定,VGA，HDMI,NULL,NULL,NULL,不支持触控,NULL,分岛式键盘,RJ45（网络接口），电源接口
惠普14q-bu001TX（2DG24PA）,14q-bu000系列,http://detail.zol.com.cn/notebook/index1173806.shtml,https://2b.zol-img.com.cn/product/183_80x60/213/ceI50kEVeb6Hg.jpg,3199,正常,3211,Intel 酷睿i3 6006U,英特尔 酷睿i3 6代系列,2GHz,NULL,双核心/四线程,3MB,NULL,Skylake,14nm,15W,4GB（4GB×1）,DDR4,2xSO-DIMM,500GB,NULL,598,入门级独立显卡,AMD Radeon R5 M520,2GB,GDDR3,64bit,复合材质,NULL,NULL,4芯锂电池,NULL,23.7mm,HD，LED背光,内置无线网卡,内置扬声器,1366x768,2017年06月,240mm,NULL,NULL,家用,1×USB2.0+2×USB3.0,340mm,NULL,安全锁孔,800-810-3888；400-610-3888,周一至周五：8:30-21:00（节假日休息）,NULL,100V-240V 65W 自适应交流电源适配器,整机1年，主要部件2年,内置音效芯片,无内置光驱,NULL,NULL,1000Mbps以太网卡,NULL,NULL,影音娱乐本,预装Windows 10 Home Basic 64bit（64位家庭普通版）,NULL,1年,灰色,NULL,NULL,一体化多点触控触摸板,全国联保，享受三包服务,笔记本主机 x1电源适配器 x1电源线 x1说明书 x1保修卡 x1,NULL,预装Office家庭和学生版2016,NULL,多合1读卡器,16:9,耳机/麦克风二合一接口,NULL,支持蓝牙功能,NULL,NULL,内置麦克风,NULL,NULL,NULL,集成摄像头,NULL,售后服务由品牌厂商提供，支持全国联保，可享有三包服务。如出现产品质量问题或故障，您可查询最近的维修点，由厂商售后解决。也可凭厂商维修中心或特约维修点所提供的质量检测证明，享受7日内退货，15日内换货。超过15日又在质保期内，可享受免费保修等三包服务政策。惠普笔记本不同型号产品保修年限不同，以保修卡为准，可拨打客服电话具体查询。进入官网>>,14英寸,NULL,NULL,8小时左右，视具体使用环境而定,VGA，HDMI,NULL,NULL,NULL,不支持触控,NULL,全尺寸键盘,RJ45（网络接口），电源接口
惠普14q-bu005TX（2DG28PA）,14q-bu000系列,http://detail.zol.com.cn/notebook/index1173775.shtml,https://2a.zol-img.com.cn/product/183_80x60/660/cehpf3hKTJ2vE.png,4799,正常,4661,Intel 酷睿i5 7200U,英特尔 酷睿i5 7代系列,2.5GHz,3.1GHz,双核心/四线程,3MB,OPI 4 GT/s,Kaby Lake,14nm,15W,8GB（8GB×1）,DDR4,2xSO-DIMM,256GB,SSD固态硬盘,706,入门级独立显卡,AMD Radeon 520,2GB,GDDR3,64bit,复合材质,NULL,NULL,4芯锂电池,NULL,23.7mm,FHD，LED背光，178°IPS宽视角屏幕,内置无线网卡,内置扬声器,1920x1080,2017年06月,240mm,NULL,NULL,家用,1×USB2.0+2×USB3.0,340mm,NULL,安全锁孔,800-810-3888；400-610-3888,周一至周五：8:30-21:00（节假日休息）,NULL,100V-240V 65W 自适应交流电源适配器,整机1年，主要部件2年,内置音效芯片,无内置光驱,NULL,NULL,1000Mbps以太网卡,NULL,NULL,影音娱乐本,预装Windows 10 Home Basic 64bit（64位家庭普通版）,NULL,1年,金色,NULL,NULL,一体化多点触控触摸板,全国联保，享受三包服务,笔记本主机 x1电源适配器 x1电源线 x1说明书 x1保修卡 x1,NULL,预装Office家庭和学生版2016,NULL,多合1读卡器,16:9,耳机/麦克风二合一接口,NULL,支持蓝牙功能,NULL,NULL,内置麦克风,NULL,NULL,NULL,集成摄像头,NULL,售后服务由品牌厂商提供，支持全国联保，可享有三包服务。如出现产品质量问题或故障，您可查询最近的维修点，由厂商售后解决。也可凭厂商维修中心或特约维修点所提供的质量检测证明，享受7日内退货，15日内换货。超过15日又在质保期内，可享受免费保修等三包服务政策。惠普笔记本不同型号产品保修年限不同，以保修卡为准，可拨打客服电话具体查询。进入官网>>,14英寸,NULL,NULL,8小时左右，视具体使用环境而定,VGA，HDMI,NULL,NULL,NULL,不支持触控,NULL,全尺寸键盘,RJ45（网络接口），电源接口
惠普14q-bu007TX,14q-bu000系列,http://detail.zol.com.cn/notebook/index1173777.shtml,https://2d.zol-img.com.cn/product/183_80x60/693/ceMFwil1r6.jpg,5199,正常,5217,Intel 酷睿i7 7500U,英特尔 酷睿i7 7代系列,2.7GHz,3.5GHz,双核心/四线程,4MB,OPI 4 GT/s,Kaby Lake,14nm,15W,8GB（8GB×1）,DDR4,2xSO-DIMM,1TB,NULL,706,入门级独立显卡,AMD Radeon 520,2GB,GDDR3,64bit,复合材质,NULL,NULL,4芯锂电池,NULL,23.7mm,FHD，LED背光，178°IPS宽视角屏幕,内置无线网卡,内置扬声器,1920x1080,2017年06月,240mm,NULL,NULL,家用,1×USB2.0+2×USB3.0,340mm,NULL,安全锁孔,800-810-3888；400-610-3888,周一至周五：8:30-21:00（节假日休息）,NULL,100V-240V 65W 自适应交流电源适配器,整机1年，主要部件2年,内置音效芯片,无内置光驱,NULL,NULL,1000Mbps以太网卡,NULL,NULL,影音娱乐本,预装Windows 10 Home Basic 64bit（64位家庭普通版）,NULL,1年,灰色,NULL,NULL,一体化多点触控触摸板,全国联保，享受三包服务,笔记本主机 x1电源适配器 x1电源线 x1说明书 x1保修卡 x1,NULL,预装Office家庭和学生版2016,NULL,多合1读卡器,16:9,耳机/麦克风二合一接口,NULL,支持蓝牙功能,NULL,NULL,内置麦克风,NULL,NULL,NULL,集成摄像头,NULL,售后服务由品牌厂商提供，支持全国联保，可享有三包服务。如出现产品质量问题或故障，您可查询最近的维修点，由厂商售后解决。也可凭厂商维修中心或特约维修点所提供的质量检测证明，享受7日内退货，15日内换货。超过15日又在质保期内，可享受免费保修等三包服务政策。惠普笔记本不同型号产品保修年限不同，以保修卡为准，可拨打客服电话具体查询。进入官网>>,14英寸,NULL,NULL,8小时左右，视具体使用环境而定,VGA，HDMI,NULL,NULL,NULL,不支持触控,NULL,全尺寸键盘,RJ45（网络接口），电源接口
惠普14q-bu002TX（2DG25PA）,14q-bu000系列,http://detail.zol.com.cn/notebook/index1173783.shtml,https://2f.zol-img.com.cn/product/183_80x60/827/ce6tdECg9sw.jpg,3799,正常,4661,Intel 酷睿i5 7200U,英特尔 酷睿i5 7代系列,2.5GHz,3.1GHz,双核心/四线程,3MB,OPI 4 GT/s,Kaby Lake,14nm,15W,4GB（4GB×1）,DDR4,2xSO-DIMM,500GB,NULL,706,入门级独立显卡,AMD Radeon 520,2GB,GDDR3,64bit,复合材质,NULL,NULL,4芯锂电池,NULL,23.7mm,HD，LED背光,内置无线网卡,内置扬声器,1366x768,2017年06月,240mm,NULL,NULL,家用,1×USB2.0+2×USB3.0,340mm,NULL,安全锁孔,800-810-3888；400-610-3888,周一至周五：8:30-21:00（节假日休息）,NULL,100V-240V 65W 自适应交流电源适配器,整机1年，主要部件2年,内置音效芯片,无内置光驱,NULL,NULL,1000Mbps以太网卡,NULL,NULL,影音娱乐本,预装Windows 10 Home Basic 64bit（64位家庭普通版）,NULL,1年,灰色,NULL,NULL,一体化多点触控触摸板,全国联保，享受三包服务,笔记本主机 x1电源适配器 x1电源线 x1说明书 x1保修卡 x1,NULL,预装Office家庭和学生版2016,NULL,多合1读卡器,16:9,耳机/麦克风二合一接口,NULL,支持蓝牙功能,NULL,NULL,内置麦克风,NULL,NULL,NULL,集成摄像头,NULL,售后服务由品牌厂商提供，支持全国联保，可享有三包服务。如出现产品质量问题或故障，您可查询最近的维修点，由厂商售后解决。也可凭厂商维修中心或特约维修点所提供的质量检测证明，享受7日内退货，15日内换货。超过15日又在质保期内，可享受免费保修等三包服务政策。惠普笔记本不同型号产品保修年限不同，以保修卡为准，可拨打客服电话具体查询。进入官网>>,14英寸,NULL,NULL,8小时左右，视具体使用环境而定,VGA，HDMI,NULL,NULL,NULL,不支持触控,NULL,全尺寸键盘,RJ45（网络接口），电源接口
惠普14q-bu006TX（2DG29PA）,14q-bu000系列,http://detail.zol.com.cn/notebook/index1173776.shtml,https://2b.zol-img.com.cn/product/183_80x60/673/ceFQm26AcEBrE.jpg,4999,正常,5217,Intel 酷睿i7 7500U,英特尔 酷睿i7 7代系列,2.7GHz,3.5GHz,双核心/四线程,4MB,OPI 4 GT/s,Kaby Lake,14nm,15W,4GB（4GB×1）,DDR4,2xSO-DIMM,500GB,NULL,706,入门级独立显卡,AMD Radeon 520,2GB,GDDR3,64bit,复合材质,NULL,NULL,4芯锂电池,NULL,23.7mm,FHD，LED背光，178°IPS宽视角屏,内置无线网卡,内置扬声器,1920x1080,2017年06月,240mm,NULL,NULL,家用,1×USB2.0+2×USB3.0,340mm,NULL,安全锁孔,800-810-3888；400-610-3888,周一至周五：8:30-21:00（节假日休息）,NULL,100V-240V 65W 自适应交流电源适配器,整机1年，主要部件2年,内置音效芯片,无内置光驱,NULL,NULL,1000Mbps以太网卡,NULL,NULL,影音娱乐本,预装Windows 10 Home Basic 64bit（64位家庭普通版）,NULL,1年,灰色,NULL,NULL,一体化多点触控触摸板,全国联保，享受三包服务,笔记本主机 x1电源适配器 x1电源线 x1说明书 x1保修卡 x1,NULL,预装Office家庭和学生版2016,NULL,多合1读卡器,16:9,耳机/麦克风二合一接口,NULL,支持蓝牙功能,NULL,NULL,内置麦克风,NULL,NULL,NULL,集成摄像头,NULL,售后服务由品牌厂商提供，支持全国联保，可享有三包服务。如出现产品质量问题或故障，您可查询最近的维修点，由厂商售后解决。也可凭厂商维修中心或特约维修点所提供的质量检测证明，享受7日内退货，15日内换货。超过15日又在质保期内，可享受免费保修等三包服务政策。惠普笔记本不同型号产品保修年限不同，以保修卡为准，可拨打客服电话具体查询。进入官网>>,14英寸,NULL,NULL,8小时左右，视具体使用环境而定,VGA，HDMI,NULL,NULL,NULL,不支持触控,NULL,全尺寸键盘,RJ45（网络接口），电源接口
惠普14-ar010TX（X5P42PA）,14-ar000系列,http://detail.zol.com.cn/notebook/index1148446.shtml,https://2a.zol-img.com.cn/product/174_80x60/662/ce5ffQitVLB1A.jpg,4399,正常,4432,Intel 酷睿i7 6500U,英特尔 酷睿i7 6代系列,2.5GHz,3.1GHz,双核心/四线程,4MB,NULL,Skylake,14nm,15W,8GB（8GB×1）,DDR4 2133MHz,NULL,1TB,5400转,912,入门级独立显卡,AMD Radeon R7 M440,2GB,GDDR3,64bit,复合材质,NULL,NULL,4芯锂电池,NULL,23.9mm,FHD，LED背光，IPS屏幕,支持802.11b/g/n无线协议,内置双扬声器,1920x1080,2016年06月,241.5mm,NULL,NULL,家用,2×USB2.0+1×USB3.0,345.4mm,1.94Kg,安全锁孔，开机密码,800-810-3888；400-610-3888,周一至周五：8:30-21:00（节假日休息）,NULL,100V-240V 65W 自适应交流电源适配器,整机1年，主要部件2年,内置音效芯片，DTS Studio Sound技术,无内置光驱,NULL,NULL,100Mbps网卡,NULL,NULL,影音娱乐本，校园学生本,预装Windows 10 Home Basic 64bit（64位家庭普通版）,NULL,1年,银色,NULL,NULL,触摸板,全国联保，享受三包服务,笔记本主机 x1电池 x1电源适配器 x1电源线 x1说明书 x1保修卡 x1,NULL,Office 2016 家庭与学生版,NULL,多合1读卡器,16:9,耳机/麦克风二合一接口,NULL,支持，蓝牙4.0模块,NULL,NULL,内置数字麦克风,NULL,NULL,NULL,集成摄像头,NULL,售后服务由品牌厂商提供，支持全国联保，可享有三包服务。如出现产品质量问题或故障，您可查询最近的维修点，由厂商售后解决。也可凭厂商维修中心或特约维修点所提供的质量检测证明，享受7日内退货，15日内换货。超过15日又在质保期内，可享受免费保修等三包服务政策。惠普笔记本不同型号产品保修年限不同，以保修卡为准，可拨打客服电话具体查询。进入官网>>,14英寸,NULL,NULL,视具体使用环境而定,VGA，HDMI,NULL,NULL,NULL,不支持触控,NULL,全尺寸键盘，孤岛式键盘,RJ45（网络接口），电源接口
